Layer,MSE,Image_Type
layer1_0,0.038876127,onsample
layer1_0,0.034019783,onsample
layer1_0,0.035244934,onsample
layer1_0,0.03705138,onsample
layer1_0,0.035272516,onsample
layer1_0,0.021323197,onsample
layer1_0,0.034971695,onsample
layer1_0,0.034475833,onsample
layer1_0,0.0393342,onsample
layer1_0,0.03329155,onsample
layer1_0,0.03777216,onsample
layer1_0,0.02166404,onsample
layer1_0,0.03438628,onsample
layer1_0,0.039087426,onsample
layer1_0,0.038202822,onsample
layer1_0,0.058508154,onsample
layer1_0,0.034213312,onsample
layer1_0,0.044130675,onsample
layer1_0,0.051857807,onsample
layer1_0,0.0252167,onsample
layer1_0,0.035840556,onsample
layer1_0,0.033501532,onsample
layer1_0,0.029787874,onsample
layer1_0,0.025909211,onsample
layer1_0,0.040601272,onsample
layer1_0,0.037538692,onsample
layer1_0,0.033861022,onsample
layer1_0,0.03637247,onsample
layer1_0,0.03785392,onsample
layer1_0,0.035702933,onsample
layer1_0,0.031878445,onsample
layer1_0,0.033630583,onsample
layer1_0,0.034589883,onsample
layer1_0,0.03908221,onsample
layer1_0,0.031467017,onsample
layer1_0,0.04223593,onsample
layer1_0,0.03416484,onsample
layer1_0,0.035852194,onsample
layer1_0,0.034224592,onsample
layer1_0,0.022304505,onsample
layer1_0,0.039869305,onsample
layer1_0,0.032225247,onsample
layer1_0,0.07833571,onsample
layer1_0,0.034217797,onsample
layer1_0,0.04004566,onsample
layer1_0,0.03635445,onsample
layer1_0,0.035372406,onsample
layer1_0,0.039615713,onsample
layer1_0,0.041085217,onsample
layer1_0,0.04031735,onsample
layer1_0,0.03407128,onsample
layer1_0,0.037731208,onsample
layer1_0,0.037342194,onsample
layer1_0,0.0388516,onsample
layer1_0,0.033540636,onsample
layer1_0,0.03469194,onsample
layer1_0,0.033930566,onsample
layer1_0,0.030864881,onsample
layer1_0,0.033865687,onsample
layer1_0,0.03968028,onsample
layer1_0,0.034325525,onsample
layer1_0,0.0371758,onsample
layer1_0,0.036250286,onsample
layer1_0,0.029974492,onsample
layer1_0,0.04025177,onsample
layer1_0,0.03694557,onsample
layer1_0,0.035940133,onsample
layer1_0,0.033504974,onsample
layer1_0,0.03508383,onsample
layer1_0,0.026015904,onsample
layer1_0,0.02013139,onsample
layer1_0,0.033435687,onsample
layer1_0,0.040291637,onsample
layer1_0,0.03929834,onsample
layer1_0,0.040869858,onsample
layer1_0,0.040191635,onsample
layer1_0,0.03582095,onsample
layer1_0,0.03426922,onsample
layer1_0,0.037747193,onsample
layer1_0,0.031639926,onsample
layer1_0,0.035864685,onsample
layer1_0,0.03434107,onsample
layer1_0,0.038084693,onsample
layer1_0,0.036446758,onsample
layer1_0,0.041732125,onsample
layer1_0,0.034519102,onsample
layer1_0,0.023190742,onsample
layer1_0,0.033440735,onsample
layer1_0,0.018666858,onsample
layer1_0,0.029684633,onsample
layer1_0,0.040552836,onsample
layer1_0,0.03402363,onsample
layer1_0,0.030599633,onsample
layer1_0,0.034030743,onsample
layer1_0,0.038624562,onsample
layer1_0,0.031941473,onsample
layer1_0,0.038213782,onsample
layer1_0,0.03696104,onsample
layer1_0,0.02678844,onsample
layer1_0,0.032930054,onsample
layer1_0,0.022055713,onsample
layer1_0,0.03723876,onsample
layer1_0,0.04342715,onsample
layer1_0,0.03519912,onsample
layer1_0,0.02068874,onsample
layer1_0,0.036849238,onsample
layer1_0,0.03410953,onsample
layer1_0,0.0413375,onsample
layer1_0,0.035954066,onsample
layer1_0,0.035554677,onsample
layer1_0,0.039857395,onsample
layer1_0,0.03637412,onsample
layer1_0,0.038754746,onsample
layer1_0,0.030936731,onsample
layer1_0,0.038629625,onsample
layer1_0,0.023883015,onsample
layer1_0,0.028848313,onsample
layer1_0,0.043718748,onsample
layer1_0,0.03617869,onsample
layer1_0,0.033075433,onsample
layer1_0,0.030371476,onsample
layer1_0,0.010813116,onsample
layer1_0,0.08937208,onsample
layer1_0,0.034632757,onsample
layer1_0,0.025779303,onsample
layer1_0,0.026266672,onsample
layer1_0,0.031878524,onsample
layer1_0,0.036436576,onsample
layer1_0,0.039392058,onsample
layer1_0,0.08712811,onsample
layer1_0,0.037578404,onsample
layer1_0,0.034613475,onsample
layer1_0,0.039117992,onsample
layer1_0,0.03389618,onsample
layer1_0,0.041057825,onsample
layer1_0,0.025160233,onsample
layer1_0,0.031988077,onsample
layer1_0,0.038577363,onsample
layer1_0,0.034992833,onsample
layer1_0,0.019687872,onsample
layer1_0,0.033809584,onsample
layer1_0,0.033186134,onsample
layer1_0,0.037140798,onsample
layer1_0,0.034394458,onsample
layer1_0,0.03522331,onsample
layer1_0,0.035497993,onsample
layer1_0,0.03623878,onsample
layer1_0,0.02917439,onsample
layer1_0,0.034437276,onsample
layer1_0,0.03835618,onsample
layer1_0,0.04212903,onsample
layer1_0,0.03524873,onsample
layer1_0,0.035260137,onsample
layer1_0,0.03339726,onsample
layer1_0,0.026200786,onsample
layer1_0,0.036218338,onsample
layer1_0,0.045182105,onsample
layer1_0,0.03562447,onsample
layer1_0,0.033835404,onsample
layer1_0,0.035244096,onsample
layer1_0,0.03309349,onsample
layer1_0,0.03972429,onsample
layer1_0,0.036374502,onsample
layer1_0,0.040673833,onsample
layer1_0,0.03419177,onsample
layer1_0,0.031274173,onsample
layer1_0,0.009246299,onsample
layer1_0,0.0347793,onsample
layer1_0,0.03812723,onsample
layer1_0,0.03604714,onsample
layer1_0,0.03776315,onsample
layer1_0,0.029933238,onsample
layer1_0,0.014425811,onsample
layer1_0,0.034912948,onsample
layer1_0,0.03410125,onsample
layer1_0,0.03306209,onsample
layer1_0,0.031640317,onsample
layer1_0,0.033632927,onsample
layer1_0,0.036423773,onsample
layer1_0,0.020192565,onsample
layer1_0,0.0361443,onsample
layer1_0,0.036136024,onsample
layer1_0,0.022847531,onsample
layer1_0,0.036610607,onsample
layer1_0,0.03955674,onsample
layer1_0,0.041448217,onsample
layer1_0,0.030182868,onsample
layer1_0,0.03620574,onsample
layer1_0,0.03680343,onsample
layer1_0,0.07256758,onsample
layer1_0,0.03932,onsample
layer1_0,0.02690265,onsample
layer1_0,0.037708428,onsample
layer1_0,0.037358973,onsample
layer1_0,0.038877763,onsample
layer1_0,0.03501214,onsample
layer1_0,0.03667512,onsample
layer1_0,0.0328272,onsample
layer1_0,0.044828817,onsample
layer1_0,0.040811352,onsample
layer1_0,0.035471678,onsample
layer1_0,0.040246226,onsample
layer1_0,0.033891413,onsample
layer1_0,0.02612186,onsample
layer1_0,0.033209905,onsample
layer1_0,0.03453306,onsample
layer1_0,0.02795073,onsample
layer1_0,0.0345027,onsample
layer1_0,0.036517244,onsample
layer1_0,0.036994126,onsample
layer1_0,0.038332444,onsample
layer1_0,0.03921259,onsample
layer1_0,0.025259454,onsample
layer1_0,0.029117433,onsample
layer1_0,0.035273317,onsample
layer1_0,0.038177036,onsample
layer1_0,0.036705628,onsample
layer1_0,0.03679505,onsample
layer1_0,0.034020834,onsample
layer1_0,0.035416376,onsample
layer1_0,0.036012538,onsample
layer1_0,0.03507306,onsample
layer1_0,0.033458315,onsample
layer1_0,0.038335007,onsample
layer1_0,0.027228368,onsample
layer1_0,0.039471798,onsample
layer1_0,0.028347133,onsample
layer1_0,0.029468322,onsample
layer1_0,0.043379355,onsample
layer1_0,0.03587,onsample
layer1_0,0.029390987,onsample
layer1_0,0.03419591,onsample
layer1_0,0.037592072,onsample
layer1_0,0.021912867,onsample
layer1_0,0.037808165,onsample
layer1_0,0.034726392,onsample
layer1_0,0.03866479,onsample
layer1_0,0.02735046,onsample
layer1_0,0.03991705,onsample
layer1_0,0.0396497,onsample
layer1_0,0.02869609,onsample
layer1_0,0.033109233,onsample
layer1_0,0.0354765,onsample
layer1_0,0.03711123,onsample
layer1_0,0.05284621,onsample
layer1_0,0.038793154,onsample
layer1_0,0.040421,onsample
layer1_0,0.021020513,onsample
layer1_0,0.037277304,onsample
layer1_0,0.0756844,onsample
layer1_0,0.027847713,onsample
layer1_0,0.027754294,onsample
layer1_0,0.03387931,onsample
layer1_0,0.034376416,onsample
layer1_0,0.03482076,onsample
layer1_0,0.029765025,onsample
layer1_0,0.035171542,onsample
layer1_0,0.034636836,onsample
layer1_0,0.035060085,onsample
layer1_0,0.029078828,onsample
layer1_0,0.041180123,onsample
layer1_0,0.03347994,onsample
layer1_0,0.03914395,onsample
layer1_0,0.032099616,onsample
layer1_0,0.022172417,onsample
layer1_0,0.028100293,onsample
layer1_0,0.034242205,onsample
layer1_0,0.03794573,onsample
layer1_0,0.01802404,onsample
layer1_0,0.035047725,onsample
layer1_0,0.020612566,onsample
layer1_0,0.030044207,onsample
layer1_0,0.03599552,onsample
layer1_0,0.03420705,onsample
layer1_0,0.018202791,onsample
layer1_0,0.03533918,onsample
layer1_0,0.037338715,onsample
layer1_0,0.033076614,onsample
layer1_0,0.021715036,onsample
layer1_0,0.029218435,onsample
layer1_0,0.037183136,onsample
layer1_0,0.034051657,onsample
layer1_0,0.03398985,onsample
layer1_0,0.039330065,onsample
layer1_0,0.03686615,onsample
layer1_0,0.040081576,onsample
layer1_0,0.028082674,onsample
layer1_0,0.038522772,onsample
layer1_0,0.029143952,onsample
layer1_0,0.03436723,onsample
layer1_0,0.036593825,onsample
layer1_0,0.026765762,onsample
layer1_0,0.032764155,onsample
layer1_0,0.03644893,onsample
layer1_0,0.035824046,onsample
layer1_0,0.027854038,onsample
layer1_0,0.032927215,onsample
layer1_0,0.035664693,onsample
layer1_0,0.029044045,onsample
layer1_0,0.018929157,onsample
layer1_0,0.049620915,onsample
layer1_0,0.03599008,onsample
layer1_0,0.025597017,onsample
layer1_0,0.034085285,onsample
layer1_0,0.04046645,onsample
layer1_0,0.03469273,onsample
layer1_0,0.018404292,onsample
layer1_0,0.040842522,onsample
layer1_0,0.03680228,onsample
layer1_0,0.036765847,onsample
layer1_0,0.023814652,onsample
layer1_0,0.03847368,onsample
layer1_0,0.03583619,onsample
layer1_0,0.037241265,onsample
layer1_0,0.036175955,onsample
layer1_0,0.0132853305,onsample
layer1_0,0.036287878,onsample
layer1_0,0.034144405,onsample
layer1_0,0.037268825,onsample
layer1_0,0.037548214,onsample
layer1_0,0.014939487,onsample
layer1_0,0.040937778,onsample
layer1_0,0.03629262,onsample
layer1_0,0.035076387,onsample
layer1_0,0.036271848,onsample
layer1_0,0.039776444,onsample
layer1_0,0.035263386,onsample
layer1_0,0.047697224,onsample
layer1_0,0.03492785,onsample
layer1_0,0.035542727,onsample
layer1_0,0.03850748,onsample
layer1_0,0.03405809,onsample
layer1_0,0.03296226,onsample
layer1_0,0.039618257,onsample
layer1_0,0.04076394,onsample
layer1_0,0.029393038,onsample
layer1_0,0.035040762,onsample
layer1_0,0.016149178,onsample
layer1_0,0.033792444,onsample
layer1_0,0.03618618,onsample
layer1_0,0.04087342,onsample
layer1_0,0.0334588,onsample
layer1_0,0.027991215,onsample
layer1_0,0.021492701,onsample
layer1_0,0.03480932,onsample
layer1_0,0.024903577,onsample
layer1_0,0.03419821,onsample
layer1_0,0.039466813,onsample
layer1_0,0.033843774,onsample
layer1_0,0.033865478,onsample
layer1_0,0.032679174,onsample
layer1_0,0.03313532,onsample
layer1_0,0.03405406,onsample
layer1_0,0.036557347,onsample
layer1_0,0.031662986,onsample
layer1_0,0.03472868,onsample
layer1_0,0.03990982,onsample
layer1_0,0.029955437,onsample
layer1_0,0.03368071,onsample
layer1_0,0.040050175,onsample
layer1_0,0.034115426,onsample
layer1_0,0.039241705,onsample
layer1_0,0.022852587,onsample
layer1_0,0.033632796,onsample
layer1_0,0.046615064,onsample
layer1_0,0.037153043,onsample
layer1_0,0.03969601,onsample
layer1_0,0.03405866,onsample
layer1_0,0.038810935,onsample
layer1_0,0.025505805,onsample
layer1_0,0.034641325,onsample
layer1_0,0.03369002,onsample
layer1_0,0.03760033,onsample
layer1_0,0.031073488,onsample
layer1_0,0.039422475,onsample
layer1_0,0.037265535,onsample
layer1_0,0.039406136,onsample
layer1_0,0.034408454,onsample
layer1_0,0.039123688,onsample
layer1_0,0.038093496,onsample
layer1_0,0.015488558,onsample
layer1_0,0.034038633,onsample
layer1_0,0.03619933,onsample
layer1_0,0.03904855,onsample
layer1_0,0.039301775,onsample
layer1_0,0.030899387,onsample
layer1_0,0.0326249,onsample
layer1_0,0.035839595,onsample
layer1_0,0.034989815,onsample
layer1_0,0.02406606,onsample
layer1_0,0.03126799,onsample
layer1_0,0.032888204,onsample
layer1_0,0.03945295,onsample
layer1_0,0.051722173,onsample
layer1_0,0.031202085,onsample
layer1_0,0.034329493,onsample
layer1_0,0.028158722,onsample
layer1_0,0.03515958,onsample
layer1_0,0.022660043,onsample
layer1_0,0.031457167,onsample
layer1_0,0.02582902,onsample
layer1_0,0.019983146,onsample
layer1_0,0.032500073,onsample
layer1_0,0.037472397,onsample
layer1_0,0.03163603,onsample
layer1_0,0.035752516,onsample
layer1_0,0.03458789,onsample
layer1_0,0.024232991,onsample
layer1_0,0.034167126,onsample
layer1_0,0.028144792,onsample
layer1_0,0.035537284,onsample
layer1_0,0.044945035,onsample
layer1_0,0.040435337,onsample
layer1_0,0.029551778,onsample
layer1_0,0.039716695,onsample
layer1_0,0.036750346,onsample
layer1_0,0.015975645,onsample
layer1_0,0.035340235,onsample
layer1_0,0.03955422,onsample
layer1_0,0.038608823,onsample
layer1_0,0.03212561,onsample
layer1_0,0.034786023,onsample
layer1_0,0.034210645,onsample
layer1_0,0.03459029,onsample
layer1_0,0.03837797,onsample
layer1_0,0.037529107,onsample
layer1_0,0.035675284,onsample
layer1_0,0.036229648,onsample
layer1_0,0.031191722,onsample
layer1_0,0.031601466,onsample
layer1_0,0.03794291,onsample
layer1_0,0.032277636,onsample
layer1_0,0.01827263,onsample
layer1_0,0.039858304,onsample
layer1_0,0.037856862,onsample
layer1_0,0.03363043,onsample
layer1_0,0.025426833,onsample
layer1_0,0.01824517,onsample
layer1_0,0.03863159,onsample
layer1_0,0.038843088,onsample
layer1_0,0.04001883,onsample
layer1_0,0.03377289,onsample
layer1_0,0.037152685,onsample
layer1_0,0.033862285,onsample
layer1_0,0.028178932,onsample
layer1_0,0.033834863,onsample
layer1_0,0.039445795,onsample
layer1_0,0.045434386,onsample
layer1_0,0.038917046,onsample
layer1_0,0.040501263,onsample
layer1_0,0.038473066,onsample
layer1_0,0.0365349,onsample
layer1_0,0.040733043,onsample
layer1_0,0.04147897,onsample
layer1_0,0.035066795,onsample
layer1_0,0.029029721,onsample
layer1_0,0.031427935,onsample
layer1_0,0.03382946,onsample
layer1_0,0.030132622,onsample
layer1_0,0.05342058,onsample
layer1_0,0.026598638,onsample
layer1_0,0.02221539,onsample
layer1_0,0.03931294,onsample
layer1_0,0.024413496,onsample
layer1_0,0.03591585,onsample
layer1_0,0.03810546,onsample
layer1_0,0.030282402,onsample
layer1_0,0.026764607,onsample
layer1_0,0.025125379,onsample
layer1_0,0.038096454,onsample
layer1_0,0.040039074,onsample
layer1_0,0.033994727,onsample
layer1_0,0.038658377,onsample
layer1_0,0.039970722,onsample
layer1_0,0.03708133,onsample
layer1_0,0.041999243,onsample
layer1_0,0.036561716,onsample
layer1_0,0.0406249,onsample
layer1_0,0.040254217,onsample
layer1_0,0.034277707,onsample
layer1_0,0.034142707,onsample
layer1_0,0.03129044,onsample
layer1_0,0.034658913,onsample
layer1_0,0.032146994,onsample
layer1_0,0.04415847,onsample
layer1_0,0.027584208,onsample
layer1_0,0.033418056,onsample
layer1_0,0.035035823,onsample
layer1_0,0.03397691,onsample
layer1_0,0.033941884,onsample
layer1_0,0.037758518,onsample
layer1_0,0.034961928,onsample
layer1_0,0.034989644,onsample
layer1_0,0.035792656,onsample
layer1_0,0.03818965,onsample
layer1_0,0.03625536,onsample
layer1_0,0.035943218,onsample
layer1_0,0.020286264,onsample
layer1_0,0.032902006,onsample
layer1_0,0.0299588,onsample
layer1_0,0.035848204,onsample
layer1_0,0.03701003,onsample
layer1_0,0.040053636,onsample
layer1_0,0.035751943,onsample
layer1_0,0.034946814,onsample
layer1_0,0.037475668,onsample
layer1_0,0.03749709,onsample
layer1_0,0.03592669,onsample
layer1_0,0.030918537,onsample
layer1_0,0.03427546,onsample
layer1_0,0.03538397,onsample
layer1_0,0.032978863,onsample
layer1_0,0.033401802,onsample
layer1_0,0.034786906,onsample
layer1_0,0.04054624,onsample
layer1_0,0.03633845,onsample
layer1_0,0.032843318,onsample
layer1_0,0.033844445,onsample
layer1_0,0.03906702,onsample
layer1_0,0.037083384,onsample
layer1_0,0.03606033,onsample
layer1_0,0.036567762,onsample
layer1_0,0.04700376,onsample
layer1_0,0.035763796,onsample
layer1_0,0.038100254,onsample
layer1_0,0.035961404,onsample
layer1_0,0.0298004,onsample
layer1_0,0.038259167,onsample
layer1_0,0.026992934,onsample
layer1_0,0.03713801,onsample
layer1_0,0.022532217,onsample
layer1_0,0.039972644,onsample
layer1_0,0.03930874,onsample
layer1_0,0.03787216,onsample
layer1_0,0.03972045,onsample
layer1_0,0.036436442,onsample
layer1_0,0.026135156,onsample
layer1_0,0.033033453,onsample
layer1_0,0.030859526,onsample
layer1_0,0.039775215,onsample
layer1_0,0.0338913,onsample
layer1_0,0.03399556,onsample
layer1_0,0.030518351,onsample
layer1_0,0.018974729,onsample
layer1_0,0.0349592,onsample
layer1_0,0.020390043,onsample
layer1_0,0.03223395,onsample
layer1_0,0.035642475,onsample
layer1_0,0.032533538,onsample
layer1_0,0.0309548,onsample
layer1_0,0.03769439,onsample
layer1_0,0.035345104,onsample
layer1_0,0.03532387,onsample
layer1_0,0.026559798,onsample
layer1_0,0.036665272,onsample
layer1_0,0.041198943,onsample
layer1_0,0.029247617,onsample
layer1_0,0.035992596,onsample
layer1_0,0.028428072,onsample
layer1_0,0.03663702,onsample
layer1_0,0.031128941,onsample
layer1_0,0.0375864,onsample
layer1_0,0.034986895,onsample
layer1_0,0.040338088,onsample
layer1_0,0.03482362,onsample
layer1_0,0.02745386,onsample
layer1_0,0.022555096,onsample
layer1_0,0.035257764,onsample
layer1_0,0.034616802,onsample
layer1_0,0.032913752,onsample
layer1_0,0.040482208,onsample
layer1_0,0.03145096,onsample
layer1_0,0.034226984,onsample
layer1_0,0.0345031,onsample
layer1_0,0.023766667,onsample
layer1_0,0.030698596,onsample
layer1_0,0.03868353,onsample
layer1_0,0.036867,onsample
layer1_0,0.037672848,onsample
layer1_0,0.036644034,onsample
layer1_0,0.03753467,onsample
layer1_0,0.034781087,onsample
layer1_0,0.033966385,onsample
layer1_0,0.03948036,onsample
layer1_0,0.03451653,onsample
layer1_0,0.03492757,onsample
layer1_0,0.03896148,onsample
layer1_0,0.034375943,onsample
layer1_0,0.02885028,onsample
layer1_0,0.037511572,onsample
layer1_0,0.03184459,onsample
layer1_0,0.033236094,onsample
layer1_0,0.036733378,onsample
layer1_0,0.039712742,onsample
layer1_0,0.021629993,onsample
layer1_0,0.038184498,onsample
layer1_0,0.037756734,onsample
layer1_0,0.03902312,onsample
layer1_0,0.036410663,onsample
layer1_0,0.03703692,onsample
layer1_0,0.03398112,onsample
layer1_0,0.037470326,onsample
layer1_0,0.042622555,onsample
layer1_0,0.037227314,onsample
layer1_0,0.03615271,onsample
layer1_0,0.07031723,onsample
layer1_0,0.040129293,onsample
layer1_0,0.035531808,onsample
layer1_0,0.031402256,onsample
layer1_0,0.03428054,onsample
layer1_0,0.036168598,onsample
layer1_0,0.0361836,onsample
layer1_0,0.024303459,onsample
layer1_0,0.035078935,onsample
layer1_0,0.03715002,onsample
layer1_0,0.03395034,onsample
layer1_0,0.039550364,onsample
layer1_0,0.035828367,onsample
layer1_0,0.040313654,onsample
layer1_0,0.03670598,onsample
layer1_0,0.028278034,onsample
layer1_0,0.03961604,onsample
layer1_0,0.04915432,onsample
layer1_0,0.035290197,onsample
layer1_0,0.03613083,onsample
layer1_0,0.03775099,onsample
layer1_0,0.0384487,onsample
layer1_0,0.01851315,onsample
layer1_0,0.03707076,onsample
layer1_0,0.034682054,onsample
layer1_0,0.04937979,onsample
layer1_0,0.021186192,onsample
layer1_0,0.037989035,onsample
layer1_0,0.035484254,onsample
layer1_0,0.026693609,onsample
layer1_0,0.03271055,onsample
layer1_0,0.03484589,onsample
layer1_0,0.036011856,onsample
layer1_0,0.041219126,onsample
layer1_0,0.03721871,onsample
layer1_0,0.037900668,onsample
layer1_0,0.03890413,onsample
layer1_0,0.033549648,onsample
layer1_0,0.035674058,onsample
layer1_0,0.03373555,onsample
layer1_0,0.026224397,onsample
layer1_0,0.03779392,onsample
layer1_0,0.036172435,onsample
layer1_0,0.033008188,onsample
layer1_0,0.047819514,onsample
layer1_0,0.029410444,onsample
layer1_0,0.03558671,onsample
layer1_0,0.034426168,onsample
layer1_0,0.03329822,onsample
layer1_0,0.032542914,onsample
layer1_0,0.03843257,onsample
layer1_0,0.03386151,onsample
layer1_0,0.03906281,onsample
layer1_0,0.02934604,onsample
layer1_0,0.029737765,onsample
layer1_0,0.030472953,onsample
layer1_0,0.031677227,onsample
layer1_0,0.03504252,onsample
layer1_0,0.03446477,onsample
layer1_0,0.033825427,onsample
layer1_0,0.03370986,onsample
layer1_0,0.035454422,onsample
layer1_0,0.03754875,onsample
layer1_0,0.03601287,onsample
layer1_0,0.03751982,onsample
layer1_0,0.033284444,onsample
layer1_0,0.032951053,onsample
layer1_0,0.06159785,onsample
layer1_0,0.034928493,onsample
layer1_0,0.034511358,onsample
layer1_0,0.038472258,onsample
layer1_0,0.03579747,onsample
layer1_0,0.039393958,onsample
layer1_0,0.034898564,onsample
layer1_0,0.037634697,onsample
layer1_0,0.032415688,onsample
layer1_0,0.020040175,onsample
layer1_0,0.03881997,onsample
layer1_0,0.038207226,onsample
layer1_0,0.028832423,onsample
layer1_0,0.035464793,onsample
layer1_0,0.03459397,onsample
layer1_0,0.028003667,onsample
layer1_0,0.023481805,onsample
layer1_0,0.034266736,onsample
layer1_0,0.034296677,onsample
layer1_0,0.024517896,onsample
layer1_0,0.037088063,onsample
layer1_0,0.039060455,onsample
layer1_0,0.03159749,onsample
layer1_0,0.03730741,onsample
layer1_0,0.02471578,onsample
layer1_0,0.020696126,onsample
layer1_0,0.03202939,onsample
layer1_0,0.023359995,onsample
layer1_0,0.032744426,onsample
layer1_0,0.039054774,onsample
layer1_0,0.037634775,onsample
layer1_0,0.026626911,onsample
layer1_0,0.047343094,onsample
layer1_0,0.03727841,onsample
layer1_0,0.033861797,onsample
layer1_0,0.03722334,onsample
layer1_0,0.037432317,onsample
layer1_0,0.038162433,onsample
layer1_0,0.041287106,onsample
layer1_0,0.03309522,onsample
layer1_0,0.029414397,onsample
layer1_0,0.035526857,onsample
layer1_0,0.03477227,onsample
layer1_0,0.03353224,onsample
layer1_0,0.04361448,onsample
layer1_0,0.03217188,onsample
layer1_0,0.034474503,onsample
layer1_0,0.031301837,onsample
layer1_0,0.033616778,onsample
layer1_0,0.023970082,onsample
layer1_0,0.030067192,onsample
layer1_0,0.03489505,onsample
layer1_0,0.02805016,onsample
layer1_0,0.035695232,onsample
layer1_0,0.030524407,onsample
layer1_0,0.037670635,onsample
layer1_0,0.07333334,onsample
layer1_0,0.037216607,onsample
layer1_0,0.03451065,onsample
layer1_0,0.038652416,onsample
layer1_0,0.036451858,onsample
layer1_0,0.034474336,onsample
layer1_0,0.03281109,onsample
layer1_0,0.013013279,onsample
layer1_0,0.034753278,onsample
layer1_0,0.04076242,onsample
layer1_0,0.03485032,onsample
layer1_0,0.035054713,onsample
layer1_0,0.040327743,onsample
layer1_0,0.030363379,onsample
layer1_0,0.021062566,onsample
layer1_0,0.034394268,onsample
layer1_0,0.037160527,onsample
layer1_0,0.033209916,onsample
layer1_0,0.034557242,onsample
layer1_0,0.034886748,onsample
layer1_0,0.035984464,onsample
layer1_0,0.03728217,onsample
layer1_0,0.021421883,onsample
layer1_0,0.039458897,onsample
layer1_0,0.034719575,onsample
layer1_0,0.031265765,onsample
layer1_0,0.034354012,onsample
layer1_0,0.02713887,onsample
layer1_0,0.029719464,onsample
layer1_0,0.033942174,onsample
layer1_0,0.039552517,onsample
layer1_0,0.033426072,onsample
layer1_0,0.027704643,onsample
layer1_0,0.024335505,onsample
layer1_0,0.035359997,onsample
layer1_0,0.03368365,onsample
layer1_0,0.034577854,onsample
layer1_0,0.03969514,onsample
layer1_0,0.03384534,onsample
layer1_0,0.03525391,onsample
layer1_0,0.03991177,onsample
layer1_0,0.03484372,onsample
layer1_0,0.03954914,onsample
layer1_0,0.03478352,onsample
layer1_0,0.026672484,onsample
layer1_0,0.035118036,onsample
layer1_0,0.03593606,onsample
layer1_0,0.028684761,onsample
layer1_0,0.03242977,onsample
layer1_0,0.034738015,onsample
layer1_0,0.034037683,onsample
layer1_0,0.037736766,onsample
layer1_0,0.034476746,onsample
layer1_0,0.034666307,onsample
layer1_0,0.03925277,onsample
layer1_0,0.024416456,onsample
layer1_0,0.029616052,onsample
layer1_0,0.029715784,onsample
layer1_0,0.035436302,onsample
layer1_0,0.029919622,onsample
layer1_0,0.03642593,onsample
layer1_0,0.03505194,onsample
layer1_0,0.032440517,onsample
layer1_0,0.034473978,onsample
layer1_0,0.025179055,onsample
layer1_0,0.035849784,onsample
layer1_0,0.034323104,onsample
layer1_0,0.03486343,onsample
layer1_0,0.034497168,onsample
layer1_0,0.039577268,onsample
layer1_0,0.03961899,onsample
layer1_0,0.027507538,onsample
layer1_0,0.021408493,onsample
layer1_0,0.019191572,onsample
layer1_0,0.021305593,onsample
layer1_0,0.030321041,onsample
layer1_0,0.030505283,onsample
layer1_0,0.028796425,onsample
layer1_0,0.036890417,onsample
layer1_0,0.033971243,onsample
layer1_0,0.035705302,onsample
layer1_0,0.037079886,onsample
layer1_0,0.037250794,onsample
layer1_0,0.03213375,onsample
layer1_0,0.0354384,onsample
layer1_0,0.03773468,onsample
layer1_0,0.03915039,onsample
layer1_0,0.03400783,onsample
layer1_0,0.04066471,onsample
layer1_0,0.031330533,onsample
layer1_0,0.034041617,onsample
layer1_0,0.049015764,onsample
layer1_0,0.035699904,onsample
layer1_0,0.035288777,onsample
layer1_0,0.16991855,onsample
layer1_0,0.041047186,onsample
layer1_0,0.03465636,onsample
layer1_0,0.03508795,onsample
layer1_0,0.027272055,onsample
layer1_0,0.038725566,onsample
layer1_0,0.034074716,onsample
layer1_0,0.023419127,onsample
layer1_0,0.041497897,onsample
layer1_0,0.0403201,onsample
layer1_0,0.03481555,onsample
layer1_0,0.038266312,onsample
layer1_0,0.037067536,onsample
layer1_0,0.033453476,onsample
layer1_0,0.034081247,onsample
layer1_0,0.03560309,onsample
layer1_0,0.03903819,onsample
layer1_0,0.032288965,onsample
layer1_0,0.03848082,onsample
layer1_0,0.036067937,onsample
layer1_0,0.021141386,onsample
layer1_0,0.034362145,onsample
layer1_0,0.036078405,onsample
layer1_0,0.03576787,onsample
layer1_0,0.039021682,onsample
layer1_0,0.038465645,onsample
layer1_0,0.03395697,onsample
layer1_0,0.022423124,onsample
layer1_0,0.040430784,onsample
layer1_0,0.06626114,onsample
layer1_0,0.029905934,onsample
layer1_0,0.030297907,onsample
layer1_0,0.039078932,onsample
layer1_0,0.03797177,onsample
layer1_0,0.037228923,onsample
layer1_0,0.023356756,onsample
layer1_0,0.037360623,onsample
layer1_0,0.03352574,onsample
layer1_0,0.035137784,onsample
layer1_0,0.04118023,onsample
layer1_0,0.027078994,onsample
layer1_0,0.028503073,onsample
layer1_0,0.021081645,onsample
layer1_0,0.034536358,onsample
layer1_0,0.04086999,onsample
layer1_0,0.035623945,onsample
layer1_0,0.035384476,onsample
layer1_0,0.038045537,onsample
layer1_0,0.033781648,onsample
layer1_0,0.034031052,onsample
layer1_0,0.03565165,onsample
layer1_0,0.03306493,onsample
