Layer,MSE,Image_Type
layer3_2,0.060759436,onsample
layer3_2,0.058306295,onsample
layer3_2,0.061388984,onsample
layer3_2,0.076469414,onsample
layer3_2,0.06714017,onsample
layer3_2,0.06619879,onsample
layer3_2,0.07519627,onsample
layer3_2,0.066338435,onsample
layer3_2,0.072912194,onsample
layer3_2,0.07079306,onsample
layer3_2,0.07332857,onsample
layer3_2,0.074209996,onsample
layer3_2,0.045934994,onsample
layer3_2,0.07600402,onsample
layer3_2,0.070166014,onsample
layer3_2,0.076748304,onsample
layer3_2,0.07491774,onsample
layer3_2,0.054963257,onsample
layer3_2,0.074621044,onsample
layer3_2,0.06578581,onsample
layer3_2,0.058751546,onsample
layer3_2,0.040545717,onsample
layer3_2,0.0754507,onsample
layer3_2,0.07710542,onsample
layer3_2,0.07294065,onsample
layer3_2,0.07360376,onsample
layer3_2,0.07341158,onsample
layer3_2,0.035863657,onsample
layer3_2,0.031331945,onsample
layer3_2,0.07500867,onsample
layer3_2,0.07208049,onsample
layer3_2,0.06450951,onsample
layer3_2,0.06700447,onsample
layer3_2,0.07004813,onsample
layer3_2,0.07742673,onsample
layer3_2,0.046337403,onsample
layer3_2,0.061415367,onsample
layer3_2,0.047851976,onsample
layer3_2,0.07209277,onsample
layer3_2,0.07371565,onsample
layer3_2,0.07101281,onsample
layer3_2,0.06584683,onsample
layer3_2,0.040007688,onsample
layer3_2,0.06515035,onsample
layer3_2,0.05495507,onsample
layer3_2,0.05151467,onsample
layer3_2,0.06724821,onsample
layer3_2,0.05978131,onsample
layer3_2,0.07676248,onsample
layer3_2,0.07302727,onsample
layer3_2,0.062907435,onsample
layer3_2,0.074792504,onsample
layer3_2,0.061772425,onsample
layer3_2,0.070227,onsample
layer3_2,0.06855015,onsample
layer3_2,0.073503464,onsample
layer3_2,0.07289323,onsample
layer3_2,0.062035054,onsample
layer3_2,0.071428366,onsample
layer3_2,0.042755164,onsample
layer3_2,0.055801004,onsample
layer3_2,0.074103445,onsample
layer3_2,0.071796745,onsample
layer3_2,0.070572406,onsample
layer3_2,0.06354742,onsample
layer3_2,0.07545816,onsample
layer3_2,0.05714144,onsample
layer3_2,0.077766635,onsample
layer3_2,0.0719478,onsample
layer3_2,0.07511607,onsample
layer3_2,0.07497361,onsample
layer3_2,0.07386845,onsample
layer3_2,0.0748024,onsample
layer3_2,0.07353985,onsample
layer3_2,0.076124385,onsample
layer3_2,0.05632917,onsample
layer3_2,0.070016734,onsample
layer3_2,0.063911356,onsample
layer3_2,0.056152977,onsample
layer3_2,0.0695379,onsample
layer3_2,0.06042534,onsample
layer3_2,0.07536116,onsample
layer3_2,0.03841146,onsample
layer3_2,0.07398575,onsample
layer3_2,0.06512484,onsample
layer3_2,0.0784778,onsample
layer3_2,0.07367266,onsample
layer3_2,0.069872245,onsample
layer3_2,0.06941423,onsample
layer3_2,0.07644123,onsample
layer3_2,0.07531797,onsample
layer3_2,0.07266979,onsample
layer3_2,0.04343246,onsample
layer3_2,0.07432985,onsample
layer3_2,0.07321185,onsample
layer3_2,0.041601352,onsample
layer3_2,0.057782877,onsample
layer3_2,0.07400749,onsample
layer3_2,0.071863644,onsample
layer3_2,0.074806966,onsample
layer3_2,0.06394071,onsample
layer3_2,0.07628234,onsample
layer3_2,0.05979705,onsample
layer3_2,0.074095145,onsample
layer3_2,0.07100911,onsample
layer3_2,0.07353431,onsample
layer3_2,0.07068746,onsample
layer3_2,0.045943055,onsample
layer3_2,0.071346335,onsample
layer3_2,0.075241275,onsample
layer3_2,0.06518018,onsample
layer3_2,0.07096226,onsample
layer3_2,0.053263962,onsample
layer3_2,0.07341006,onsample
layer3_2,0.06695371,onsample
layer3_2,0.07188762,onsample
layer3_2,0.05187066,onsample
layer3_2,0.06897729,onsample
layer3_2,0.07401739,onsample
layer3_2,0.070956476,onsample
layer3_2,0.0754202,onsample
layer3_2,0.043563258,onsample
layer3_2,0.07006153,onsample
layer3_2,0.045458846,onsample
layer3_2,0.072997004,onsample
layer3_2,0.06956818,onsample
layer3_2,0.07175454,onsample
layer3_2,0.06637194,onsample
layer3_2,0.03901745,onsample
layer3_2,0.072452046,onsample
layer3_2,0.05544716,onsample
layer3_2,0.025145438,onsample
layer3_2,0.07208246,onsample
layer3_2,0.050751578,onsample
layer3_2,0.07631543,onsample
layer3_2,0.074473396,onsample
layer3_2,0.074726574,onsample
layer3_2,0.06575107,onsample
layer3_2,0.07212426,onsample
layer3_2,0.06923998,onsample
layer3_2,0.0339534,onsample
layer3_2,0.06943732,onsample
layer3_2,0.07305575,onsample
layer3_2,0.059052024,onsample
layer3_2,0.077155605,onsample
layer3_2,0.06771329,onsample
layer3_2,0.05648928,onsample
layer3_2,0.073823124,onsample
layer3_2,0.06275297,onsample
layer3_2,0.06946316,onsample
layer3_2,0.0626809,onsample
layer3_2,0.07598449,onsample
layer3_2,0.06650395,onsample
layer3_2,0.07476291,onsample
layer3_2,0.06796176,onsample
layer3_2,0.0478056,onsample
layer3_2,0.072538175,onsample
layer3_2,0.0605735,onsample
layer3_2,0.0482801,onsample
layer3_2,0.07213945,onsample
layer3_2,0.07630436,onsample
layer3_2,0.075501524,onsample
layer3_2,0.063415416,onsample
layer3_2,0.074401855,onsample
layer3_2,0.046652805,onsample
layer3_2,0.044863146,onsample
layer3_2,0.035152216,onsample
layer3_2,0.06708544,onsample
layer3_2,0.029706478,onsample
layer3_2,0.07205046,onsample
layer3_2,0.068592854,onsample
layer3_2,0.06857549,onsample
layer3_2,0.06647712,onsample
layer3_2,0.07577995,onsample
layer3_2,0.075636536,onsample
layer3_2,0.07179089,onsample
layer3_2,0.057357162,onsample
layer3_2,0.0736268,onsample
layer3_2,0.041531026,onsample
layer3_2,0.05976117,onsample
layer3_2,0.07009525,onsample
layer3_2,0.07435228,onsample
layer3_2,0.07743138,onsample
layer3_2,0.07656664,onsample
layer3_2,0.07094866,onsample
layer3_2,0.075325586,onsample
layer3_2,0.040498734,onsample
layer3_2,0.07356552,onsample
layer3_2,0.07478192,onsample
layer3_2,0.07484523,onsample
layer3_2,0.06851318,onsample
layer3_2,0.057144064,onsample
layer3_2,0.051396962,onsample
layer3_2,0.0700329,onsample
layer3_2,0.077122934,onsample
layer3_2,0.076990716,onsample
layer3_2,0.046968684,onsample
layer3_2,0.030832812,onsample
layer3_2,0.076283336,onsample
layer3_2,0.06491997,onsample
layer3_2,0.07022024,onsample
layer3_2,0.07496292,onsample
layer3_2,0.049543235,onsample
layer3_2,0.06179285,onsample
layer3_2,0.074657395,onsample
layer3_2,0.07706309,onsample
layer3_2,0.05856358,onsample
layer3_2,0.061420087,onsample
layer3_2,0.072171025,onsample
layer3_2,0.06889253,onsample
layer3_2,0.07630865,onsample
layer3_2,0.030284708,onsample
layer3_2,0.06789137,onsample
layer3_2,0.06898429,onsample
layer3_2,0.07697551,onsample
layer3_2,0.07854493,onsample
layer3_2,0.07644727,onsample
layer3_2,0.0713763,onsample
layer3_2,0.0518618,onsample
layer3_2,0.07558657,onsample
layer3_2,0.05301665,onsample
layer3_2,0.06947176,onsample
layer3_2,0.07480999,onsample
layer3_2,0.076670386,onsample
layer3_2,0.04471793,onsample
layer3_2,0.06845022,onsample
layer3_2,0.0778719,onsample
layer3_2,0.06672432,onsample
layer3_2,0.07538086,onsample
layer3_2,0.07107017,onsample
layer3_2,0.07217826,onsample
layer3_2,0.07558302,onsample
layer3_2,0.06131973,onsample
layer3_2,0.07440134,onsample
layer3_2,0.0682195,onsample
layer3_2,0.07294326,onsample
layer3_2,0.07168103,onsample
layer3_2,0.05755572,onsample
layer3_2,0.07298578,onsample
layer3_2,0.07940624,onsample
layer3_2,0.035376742,onsample
layer3_2,0.075021766,onsample
layer3_2,0.07281921,onsample
layer3_2,0.05236438,onsample
layer3_2,0.071850225,onsample
layer3_2,0.07340825,onsample
layer3_2,0.07642473,onsample
layer3_2,0.0761921,onsample
layer3_2,0.070905074,onsample
layer3_2,0.07222256,onsample
layer3_2,0.059780486,onsample
layer3_2,0.05914106,onsample
layer3_2,0.06986658,onsample
layer3_2,0.06822949,onsample
layer3_2,0.073972866,onsample
layer3_2,0.036612112,onsample
layer3_2,0.0612819,onsample
layer3_2,0.07801605,onsample
layer3_2,0.077533394,onsample
layer3_2,0.07273218,onsample
layer3_2,0.064943545,onsample
layer3_2,0.07280512,onsample
layer3_2,0.07746588,onsample
layer3_2,0.048280098,onsample
layer3_2,0.05073268,onsample
layer3_2,0.065241985,onsample
layer3_2,0.07082598,onsample
layer3_2,0.042123854,onsample
layer3_2,0.048938025,onsample
layer3_2,0.04897195,onsample
layer3_2,0.07477282,onsample
layer3_2,0.07007669,onsample
layer3_2,0.04447869,onsample
layer3_2,0.05063318,onsample
layer3_2,0.07517822,onsample
layer3_2,0.07408566,onsample
layer3_2,0.051521916,onsample
layer3_2,0.054776505,onsample
layer3_2,0.07710288,onsample
layer3_2,0.076669194,onsample
layer3_2,0.048455052,onsample
layer3_2,0.07745334,onsample
layer3_2,0.056108538,onsample
layer3_2,0.073163345,onsample
layer3_2,0.07020287,onsample
layer3_2,0.0734242,onsample
layer3_2,0.031011319,onsample
layer3_2,0.049888432,onsample
layer3_2,0.07107032,onsample
layer3_2,0.077246286,onsample
layer3_2,0.05033681,onsample
layer3_2,0.039004214,onsample
layer3_2,0.0706757,onsample
layer3_2,0.074313454,onsample
layer3_2,0.07173492,onsample
layer3_2,0.03184396,onsample
layer3_2,0.038835824,onsample
layer3_2,0.07498106,onsample
layer3_2,0.0646166,onsample
layer3_2,0.048302047,onsample
layer3_2,0.07157064,onsample
layer3_2,0.07505139,onsample
layer3_2,0.06005753,onsample
layer3_2,0.055875696,onsample
layer3_2,0.045897022,onsample
layer3_2,0.044573497,onsample
layer3_2,0.0727654,onsample
layer3_2,0.07382331,onsample
layer3_2,0.076628104,onsample
layer3_2,0.054129984,onsample
layer3_2,0.047904726,onsample
layer3_2,0.05653891,onsample
layer3_2,0.06622096,onsample
layer3_2,0.06735603,onsample
layer3_2,0.072284214,onsample
layer3_2,0.076854415,onsample
layer3_2,0.05865102,onsample
layer3_2,0.07250099,onsample
layer3_2,0.07649827,onsample
layer3_2,0.07644773,onsample
layer3_2,0.051889293,onsample
layer3_2,0.07151934,onsample
layer3_2,0.07536837,onsample
layer3_2,0.05134245,onsample
layer3_2,0.06292716,onsample
layer3_2,0.050129928,onsample
layer3_2,0.052058533,onsample
layer3_2,0.07118166,onsample
layer3_2,0.07424337,onsample
layer3_2,0.068953656,onsample
layer3_2,0.07649128,onsample
layer3_2,0.07468237,onsample
layer3_2,0.07881197,onsample
layer3_2,0.07138904,onsample
layer3_2,0.040544655,onsample
layer3_2,0.068858534,onsample
layer3_2,0.069858305,onsample
layer3_2,0.07605024,onsample
layer3_2,0.073958464,onsample
layer3_2,0.07217777,onsample
layer3_2,0.066878535,onsample
layer3_2,0.07141969,onsample
layer3_2,0.07432661,onsample
layer3_2,0.07210633,onsample
layer3_2,0.07421108,onsample
layer3_2,0.07069256,onsample
layer3_2,0.038654596,onsample
layer3_2,0.06028395,onsample
layer3_2,0.07312589,onsample
layer3_2,0.07015846,onsample
layer3_2,0.045268122,onsample
layer3_2,0.048965752,onsample
layer3_2,0.07890632,onsample
layer3_2,0.07349204,onsample
layer3_2,0.07238175,onsample
layer3_2,0.070191786,onsample
layer3_2,0.051219437,onsample
layer3_2,0.0763489,onsample
layer3_2,0.05844526,onsample
layer3_2,0.070109665,onsample
layer3_2,0.07420106,onsample
layer3_2,0.0664702,onsample
layer3_2,0.069463655,onsample
layer3_2,0.068641454,onsample
layer3_2,0.058432765,onsample
layer3_2,0.041198403,onsample
layer3_2,0.054913316,onsample
layer3_2,0.073752165,onsample
layer3_2,0.066241436,onsample
layer3_2,0.05684918,onsample
layer3_2,0.051048394,onsample
layer3_2,0.06238299,onsample
layer3_2,0.053744305,onsample
layer3_2,0.064030975,onsample
layer3_2,0.07507274,onsample
layer3_2,0.041302796,onsample
layer3_2,0.073392004,onsample
layer3_2,0.060626257,onsample
layer3_2,0.034921538,onsample
layer3_2,0.06953454,onsample
layer3_2,0.070887774,onsample
layer3_2,0.073550545,onsample
layer3_2,0.07415565,onsample
layer3_2,0.07017833,onsample
layer3_2,0.059491828,onsample
layer3_2,0.074679725,onsample
layer3_2,0.07440354,onsample
layer3_2,0.076547086,onsample
layer3_2,0.05368025,onsample
layer3_2,0.059061553,onsample
layer3_2,0.070416726,onsample
layer3_2,0.048563354,onsample
layer3_2,0.08041543,onsample
layer3_2,0.0711869,onsample
layer3_2,0.029677214,onsample
layer3_2,0.07185669,onsample
layer3_2,0.076610796,onsample
layer3_2,0.07385892,onsample
layer3_2,0.075181544,onsample
layer3_2,0.032173187,onsample
layer3_2,0.07657122,onsample
layer3_2,0.054021228,onsample
layer3_2,0.07519304,onsample
layer3_2,0.062361624,onsample
layer3_2,0.07035201,onsample
layer3_2,0.07142433,onsample
layer3_2,0.07542269,onsample
layer3_2,0.059902266,onsample
layer3_2,0.06410741,onsample
layer3_2,0.068942636,onsample
layer3_2,0.07441962,onsample
layer3_2,0.07692868,onsample
layer3_2,0.032715604,onsample
layer3_2,0.045610428,onsample
layer3_2,0.037091333,onsample
layer3_2,0.04987947,onsample
layer3_2,0.0750945,onsample
layer3_2,0.07012195,onsample
layer3_2,0.051517826,onsample
layer3_2,0.071352474,onsample
layer3_2,0.07250208,onsample
layer3_2,0.045275085,onsample
layer3_2,0.076637715,onsample
layer3_2,0.03151669,onsample
layer3_2,0.07544963,onsample
layer3_2,0.07530155,onsample
layer3_2,0.06880989,onsample
layer3_2,0.07242218,onsample
layer3_2,0.065723926,onsample
layer3_2,0.073813826,onsample
layer3_2,0.071715854,onsample
layer3_2,0.07624233,onsample
layer3_2,0.0742042,onsample
layer3_2,0.068620086,onsample
layer3_2,0.07227891,onsample
layer3_2,0.07252364,onsample
layer3_2,0.03151694,onsample
layer3_2,0.046082906,onsample
layer3_2,0.07714612,onsample
layer3_2,0.069299646,onsample
layer3_2,0.07794791,onsample
layer3_2,0.069749705,onsample
layer3_2,0.07513062,onsample
layer3_2,0.05564895,onsample
layer3_2,0.070589714,onsample
layer3_2,0.026165836,onsample
layer3_2,0.0701604,onsample
layer3_2,0.07376871,onsample
layer3_2,0.07585167,onsample
layer3_2,0.024090236,onsample
layer3_2,0.06714378,onsample
layer3_2,0.07574804,onsample
layer3_2,0.06897373,onsample
layer3_2,0.05844054,onsample
layer3_2,0.07459989,onsample
layer3_2,0.04722914,onsample
layer3_2,0.05251213,onsample
layer3_2,0.069772996,onsample
layer3_2,0.07406383,onsample
layer3_2,0.06851553,onsample
layer3_2,0.05855096,onsample
layer3_2,0.050981883,onsample
layer3_2,0.06509991,onsample
layer3_2,0.021290582,onsample
layer3_2,0.073224954,onsample
layer3_2,0.07785457,onsample
layer3_2,0.07370452,onsample
layer3_2,0.07082613,onsample
layer3_2,0.07611433,onsample
layer3_2,0.06949339,onsample
layer3_2,0.074849136,onsample
layer3_2,0.07437342,onsample
layer3_2,0.0721774,onsample
layer3_2,0.043212425,onsample
layer3_2,0.07588891,onsample
layer3_2,0.066219084,onsample
layer3_2,0.07497181,onsample
layer3_2,0.0688034,onsample
layer3_2,0.058019273,onsample
layer3_2,0.06869204,onsample
layer3_2,0.077332094,onsample
layer3_2,0.07310681,onsample
layer3_2,0.06824641,onsample
layer3_2,0.052189186,onsample
layer3_2,0.07004137,onsample
layer3_2,0.058594182,onsample
layer3_2,0.04499529,onsample
layer3_2,0.07381238,onsample
layer3_2,0.069434516,onsample
layer3_2,0.027412716,onsample
layer3_2,0.070949756,onsample
layer3_2,0.037577856,onsample
layer3_2,0.07490074,onsample
layer3_2,0.06841581,onsample
layer3_2,0.07141668,onsample
layer3_2,0.04508,onsample
layer3_2,0.039532922,onsample
layer3_2,0.07218875,onsample
layer3_2,0.07253922,onsample
layer3_2,0.067413464,onsample
layer3_2,0.07474116,onsample
layer3_2,0.01679015,onsample
layer3_2,0.040382043,onsample
layer3_2,0.06551338,onsample
layer3_2,0.073200725,onsample
layer3_2,0.060189627,onsample
layer3_2,0.033654884,onsample
layer3_2,0.056254912,onsample
layer3_2,0.04656461,onsample
layer3_2,0.061525565,onsample
layer3_2,0.07334076,onsample
layer3_2,0.06961971,onsample
layer3_2,0.07160504,onsample
layer3_2,0.06571066,onsample
layer3_2,0.06922277,onsample
layer3_2,0.07098051,onsample
layer3_2,0.059948638,onsample
layer3_2,0.07091417,onsample
layer3_2,0.06915027,onsample
layer3_2,0.026281796,onsample
layer3_2,0.06887087,onsample
layer3_2,0.07134403,onsample
layer3_2,0.05895543,onsample
layer3_2,0.06983432,onsample
layer3_2,0.062624365,onsample
layer3_2,0.07435263,onsample
layer3_2,0.045707606,onsample
layer3_2,0.07480619,onsample
layer3_2,0.07104757,onsample
layer3_2,0.0741521,onsample
layer3_2,0.07416389,onsample
layer3_2,0.07830512,onsample
layer3_2,0.0729418,onsample
layer3_2,0.04575621,onsample
layer3_2,0.032052305,onsample
layer3_2,0.07548842,onsample
layer3_2,0.07124427,onsample
layer3_2,0.04276673,onsample
layer3_2,0.07453995,onsample
layer3_2,0.068575606,onsample
layer3_2,0.061272416,onsample
layer3_2,0.06931833,onsample
layer3_2,0.06816464,onsample
layer3_2,0.053458516,onsample
layer3_2,0.05935469,onsample
layer3_2,0.0640387,onsample
layer3_2,0.077893555,onsample
layer3_2,0.07096699,onsample
layer3_2,0.036171958,onsample
layer3_2,0.06918835,onsample
layer3_2,0.0733638,onsample
layer3_2,0.04739391,onsample
layer3_2,0.037473228,onsample
layer3_2,0.07454727,onsample
layer3_2,0.07496304,onsample
layer3_2,0.071591794,onsample
layer3_2,0.066418186,onsample
layer3_2,0.0755807,onsample
layer3_2,0.069643974,onsample
layer3_2,0.077355996,onsample
layer3_2,0.07513219,onsample
layer3_2,0.07671039,onsample
layer3_2,0.04821746,onsample
layer3_2,0.07029911,onsample
layer3_2,0.06889984,onsample
layer3_2,0.070005566,onsample
layer3_2,0.07338431,onsample
layer3_2,0.05890973,onsample
layer3_2,0.076506525,onsample
layer3_2,0.07546933,onsample
layer3_2,0.077006824,onsample
layer3_2,0.06342715,onsample
layer3_2,0.05644291,onsample
layer3_2,0.071986124,onsample
layer3_2,0.06853566,onsample
layer3_2,0.048253715,onsample
layer3_2,0.07707128,onsample
layer3_2,0.07383945,onsample
layer3_2,0.0432384,onsample
layer3_2,0.07320591,onsample
layer3_2,0.06981754,onsample
layer3_2,0.06263482,onsample
layer3_2,0.07328931,onsample
layer3_2,0.024194367,onsample
layer3_2,0.05721979,onsample
layer3_2,0.073994525,onsample
layer3_2,0.07404347,onsample
layer3_2,0.07499832,onsample
layer3_2,0.064972505,onsample
layer3_2,0.04445426,onsample
layer3_2,0.040062193,onsample
layer3_2,0.06641825,onsample
layer3_2,0.073853336,onsample
layer3_2,0.063017495,onsample
layer3_2,0.07634286,onsample
layer3_2,0.07424775,onsample
layer3_2,0.069860056,onsample
layer3_2,0.06544829,onsample
layer3_2,0.07538267,onsample
layer3_2,0.06888197,onsample
layer3_2,0.06948253,onsample
layer3_2,0.07446561,onsample
layer3_2,0.066859245,onsample
layer3_2,0.050100137,onsample
layer3_2,0.07660017,onsample
layer3_2,0.074723095,onsample
layer3_2,0.050254222,onsample
layer3_2,0.07552553,onsample
layer3_2,0.0762912,onsample
layer3_2,0.07499986,onsample
layer3_2,0.07288364,onsample
layer3_2,0.07145889,onsample
layer3_2,0.0707326,onsample
layer3_2,0.07423045,onsample
layer3_2,0.05574174,onsample
layer3_2,0.070282646,onsample
layer3_2,0.052536722,onsample
layer3_2,0.07297026,onsample
layer3_2,0.07477023,onsample
layer3_2,0.07446126,onsample
layer3_2,0.052516017,onsample
layer3_2,0.07120196,onsample
layer3_2,0.07575143,onsample
layer3_2,0.072160535,onsample
layer3_2,0.076030724,onsample
layer3_2,0.073110856,onsample
layer3_2,0.07120216,onsample
layer3_2,0.06303168,onsample
layer3_2,0.05498502,onsample
layer3_2,0.07543932,onsample
layer3_2,0.05596023,onsample
layer3_2,0.05477238,onsample
layer3_2,0.06907937,onsample
layer3_2,0.077935934,onsample
layer3_2,0.07230438,onsample
layer3_2,0.08040649,onsample
layer3_2,0.065284066,onsample
layer3_2,0.070583746,onsample
layer3_2,0.07651861,onsample
layer3_2,0.070230104,onsample
layer3_2,0.05989056,onsample
layer3_2,0.0579826,onsample
layer3_2,0.050071165,onsample
layer3_2,0.07640619,onsample
layer3_2,0.07572232,onsample
layer3_2,0.0725027,onsample
layer3_2,0.07803845,onsample
layer3_2,0.048037127,onsample
layer3_2,0.07399491,onsample
layer3_2,0.05121556,onsample
layer3_2,0.07599564,onsample
layer3_2,0.06557556,onsample
layer3_2,0.07655869,onsample
layer3_2,0.07468157,onsample
layer3_2,0.075226456,onsample
layer3_2,0.06561081,onsample
layer3_2,0.05988331,onsample
layer3_2,0.074438296,onsample
layer3_2,0.076370664,onsample
layer3_2,0.06999939,onsample
layer3_2,0.048983872,onsample
layer3_2,0.0636616,onsample
layer3_2,0.064918004,onsample
layer3_2,0.042714052,onsample
layer3_2,0.07469403,onsample
layer3_2,0.04536656,onsample
layer3_2,0.0640091,onsample
layer3_2,0.067736335,onsample
layer3_2,0.077284425,onsample
layer3_2,0.077248104,onsample
layer3_2,0.06931377,onsample
layer3_2,0.07608521,onsample
layer3_2,0.077347755,onsample
layer3_2,0.06091823,onsample
layer3_2,0.07185851,onsample
layer3_2,0.033574212,onsample
layer3_2,0.07589538,onsample
layer3_2,0.07550123,onsample
layer3_2,0.06937374,onsample
layer3_2,0.07155246,onsample
layer3_2,0.07190498,onsample
layer3_2,0.04200372,onsample
layer3_2,0.073017664,onsample
layer3_2,0.06035295,onsample
layer3_2,0.06970392,onsample
layer3_2,0.07544716,onsample
layer3_2,0.06568706,onsample
layer3_2,0.038088135,onsample
layer3_2,0.0728865,onsample
layer3_2,0.073298395,onsample
layer3_2,0.05990181,onsample
layer3_2,0.07141219,onsample
layer3_2,0.0660418,onsample
layer3_2,0.0423159,onsample
layer3_2,0.07200307,onsample
layer3_2,0.07114141,onsample
layer3_2,0.072178975,onsample
layer3_2,0.050093364,onsample
layer3_2,0.055841047,onsample
layer3_2,0.06258722,onsample
layer3_2,0.073606946,onsample
layer3_2,0.06885423,onsample
layer3_2,0.073766366,onsample
layer3_2,0.06426529,onsample
layer3_2,0.04942129,onsample
layer3_2,0.06999071,onsample
layer3_2,0.056543175,onsample
layer3_2,0.077553585,onsample
layer3_2,0.07001155,onsample
layer3_2,0.077457,onsample
layer3_2,0.07173863,onsample
layer3_2,0.05031389,onsample
layer3_2,0.07267279,onsample
layer3_2,0.056967895,onsample
layer3_2,0.073817916,onsample
layer3_2,0.074221216,onsample
layer3_2,0.07335961,onsample
layer3_2,0.06948144,onsample
layer3_2,0.07545402,onsample
layer3_2,0.05018201,onsample
layer3_2,0.05258856,onsample
layer3_2,0.0728558,onsample
layer3_2,0.07299288,onsample
layer3_2,0.07060356,onsample
layer3_2,0.07096912,onsample
layer3_2,0.06968503,onsample
layer3_2,0.030584814,onsample
layer3_2,0.07791188,onsample
layer3_2,0.052318066,onsample
layer3_2,0.07330783,onsample
layer3_2,0.042262893,onsample
layer3_2,0.071342476,onsample
layer3_2,0.044912208,onsample
layer3_2,0.076184094,onsample
layer3_2,0.054963257,onsample
layer3_2,0.029453402,onsample
layer3_2,0.076068744,onsample
layer3_2,0.05568082,onsample
layer3_2,0.07253814,onsample
layer3_2,0.035578936,onsample
layer3_2,0.06570831,onsample
layer3_2,0.07218875,onsample
layer3_2,0.043019563,onsample
layer3_2,0.036405336,onsample
layer3_2,0.034240283,onsample
layer3_2,0.0603393,onsample
layer3_2,0.06943652,onsample
layer3_2,0.04851524,onsample
layer3_2,0.07459683,onsample
layer3_2,0.06979786,onsample
layer3_2,0.077316195,onsample
layer3_2,0.07388987,onsample
layer3_2,0.053779453,onsample
layer3_2,0.069333576,onsample
layer3_2,0.060809772,onsample
layer3_2,0.07776113,onsample
layer3_2,0.06942294,onsample
layer3_2,0.07346992,onsample
layer3_2,0.0758596,onsample
layer3_2,0.04721416,onsample
layer3_2,0.066169865,onsample
layer3_2,0.06690869,onsample
layer3_2,0.069301985,onsample
layer3_2,0.07756785,onsample
layer3_2,0.031305216,onsample
layer3_2,0.07234041,onsample
layer3_2,0.07091337,onsample
layer3_2,0.07525675,onsample
layer3_2,0.07468312,onsample
layer3_2,0.0532927,onsample
layer3_2,0.07318527,onsample
layer3_2,0.07264502,onsample
layer3_2,0.06551209,onsample
layer3_2,0.070411205,onsample
layer3_2,0.06315097,onsample
layer3_2,0.051194176,onsample
layer3_2,0.043718826,onsample
layer3_2,0.03471372,onsample
layer3_2,0.072133265,onsample
layer3_2,0.075343065,onsample
layer3_2,0.075274944,onsample
layer3_2,0.062976696,onsample
layer3_2,0.07155241,onsample
layer3_2,0.06912595,onsample
layer3_2,0.053759176,onsample
layer3_2,0.054127134,onsample
layer3_2,0.0231999,onsample
layer3_2,0.069404125,onsample
layer3_2,0.07426617,onsample
layer3_2,0.07561776,onsample
layer3_2,0.05490081,onsample
layer3_2,0.07682808,onsample
layer3_2,0.072830394,onsample
layer3_2,0.054799907,onsample
layer3_2,0.037533417,onsample
layer3_2,0.080553,onsample
layer3_2,0.06902687,onsample
layer3_2,0.07673469,onsample
layer3_2,0.054482777,onsample
layer3_2,0.07449636,onsample
layer3_2,0.052002385,onsample
layer3_2,0.068938695,onsample
layer3_2,0.07171207,onsample
layer3_2,0.06952758,onsample
layer3_2,0.075381316,onsample
layer3_2,0.07142287,onsample
layer3_2,0.07666005,onsample
layer3_2,0.06946163,onsample
layer3_2,0.058601473,onsample
layer3_2,0.07454924,onsample
layer3_2,0.06996591,onsample
layer3_2,0.06719889,onsample
layer3_2,0.07226223,onsample
layer3_2,0.043726142,onsample
layer3_2,0.075976945,onsample
layer3_2,0.07351488,onsample
layer3_2,0.071130246,onsample
layer3_2,0.07661422,onsample
layer3_2,0.07558872,onsample
layer3_2,0.06414234,onsample
layer3_2,0.06481016,onsample
layer3_2,0.07479689,onsample
layer3_2,0.068192795,onsample
layer3_2,0.076083444,onsample
layer3_2,0.062357474,onsample
layer3_2,0.0475405,onsample
layer3_2,0.04325444,onsample
layer3_2,0.07427267,onsample
layer3_2,0.05149387,onsample
layer3_2,0.06003466,onsample
layer3_2,0.07602541,onsample
layer3_2,0.059177198,onsample
layer3_2,0.068943635,onsample
layer3_2,0.06969793,onsample
layer3_2,0.072204806,onsample
layer3_2,0.06137052,onsample
layer3_2,0.07948695,onsample
layer3_2,0.06897158,onsample
layer3_2,0.05894906,onsample
layer3_2,0.05466269,onsample
layer3_2,0.06365995,onsample
layer3_2,0.070049584,onsample
layer3_2,0.072998084,onsample
layer3_2,0.06065907,onsample
layer3_2,0.07476086,onsample
layer3_2,0.07621707,onsample
layer3_2,0.07377931,onsample
layer3_2,0.051094417,onsample
layer3_2,0.07221082,onsample
layer3_2,0.06523343,onsample
layer3_2,0.056131605,onsample
layer3_2,0.074597195,onsample
layer3_2,0.06635303,onsample
layer3_2,0.07334389,onsample
layer3_2,0.06886822,onsample
layer3_2,0.057800263,onsample
layer3_2,0.06081495,onsample
layer3_2,0.02138896,onsample
layer3_2,0.07477809,onsample
layer3_2,0.07238717,onsample
layer3_2,0.055319402,onsample
layer3_2,0.06869418,onsample
layer3_2,0.074352205,onsample
layer3_2,0.030817972,onsample
layer3_2,0.06465941,onsample
layer3_2,0.058507152,onsample
layer3_2,0.07325679,onsample
layer3_2,0.07448072,onsample
layer3_2,0.07088302,onsample
layer3_2,0.06508898,onsample
layer3_2,0.052346148,onsample
layer3_2,0.069288835,onsample
layer3_2,0.053154673,onsample
layer3_2,0.070326544,onsample
